37;140;40;108;43;56;73;41;38;83;40;68;29;38;31;56
78;340;49;420;120;160;179;59;113;129;111;64;78;112;198;99
225;336;146;356;101;392;139;183;76;406;282;152;84;90;151;176
38;45;22;50;36;32;30;35;20;40;30;31;38;39;46;27
31;24;13;41;52;80;36;37;43;60;89;87;77;69;98;53
62;125;78;135;160;127;100;102;70;106;114;34;69;175;106;119
471;1010;348;1110;512;847;557;457;360;824;666;436;375;523;630;530
